index	title	original_title	creator	creator_lifespan	creator_nationality	date_created	location_created	medium	object_type	aspect_ratio	aspect_ratio_standard	orientation	master_width_px	master_height_px	megapixels	focal_anchors_count	physical_dimensions_raw	parsed_height_cm	parsed_width_cm	parsed_depth_cm	resolution_density_dpi	partner_name	partner_city_country	partner_website	partner_lat	partner_long	inventory_number	external_catalog_url	rights	art_movements	tags_and_topics	dominant_color	wikidata_qid	wikipedia_url	commons_image_url	asset_id	link
62	Stroyuschiysya dom [House under construction]		Kasimir MALEVICH	1878 - 1935		1915-16			Painting,oil on canvas	0.4578	0.46:1	Panoramic (Portrait / Vertical Scroll)					w445 x h970 cm	970.0	445.0			National Gallery of Australia	Canberra, Australia	http://nga.gov.au/	-35.300631	149.136837	NGA 74.383	National Gallery of Australia	Purchased 1974	Geometric abstraction, Modern art, Suprematism	Architecture, Oil paint	#c7c0ac	http://www.wikidata.org/entity/Q50701137		http://commons.wikimedia.org/wiki/Special:FilePath/Kasimir%20Malevich%20-%20Stroyuschiysya%20dom%20%28House%20under%20construction%29%20-%20Google%20Art%20Project.jpg	cAH5v2Pqbdb2GQ	https://artsandculture.google.com/asset/stroyuschiysya-dom-house-under-construction-kasimir-malevich/cAH5v2Pqbdb2GQ
61	Composition		Liubov Sergeievna Popova	1889 - 1924		1917			Painting	0.6648	2:3 (Portrait)	Portrait					21 x 33 cm	21.0	33.0			Museu Coleção Berardo	Lisboa / Lisbon, Portugal	http://www.museuberardo.pt/	38.695874	-9.209091	102-457	http://en.museuberardo.pt/collection/works/987		Modern art, Suprematism	Acrylic paint, Watercolor painting	#d3cfc6	http://www.wikidata.org/entity/Q18687937		http://commons.wikimedia.org/wiki/Special:FilePath/Liubov%20Sergeievna%20Popova%20-%20Composition%20-%20Google%20Art%20Project.jpg	UgEKpgTnRQeJkw	https://artsandculture.google.com/asset/composition-liubov-sergeievna-popova/UgEKpgTnRQeJkw
60	Estrutura		Dionísio del Santo	1925 - 1999	Brazilian	1957		Oil on canvas	Painting	1.0	1:1 (Square)	Square					w 60 x h 60 cm	60.0	60.0			The Adolpho Leirner Collection of Brazilian Constructive Art at The Museum of Fine Arts, Houston	Houston, United States	https://emuseum.mfah.org/advancedsearch/Objects/department%3ALatin%20American%20Art?filter=collections%3AAdolpho%20Leirner%20Collection%20of%20Brazilian%20Constructive%20Art#filters	0.0	0.0		Related document(s) in the ICAA's Digital Archive			Oil paint	#c13f2e				UAH5WvnHmN81CA	https://artsandculture.google.com/asset/estrutura/UAH5WvnHmN81CA
59	IX-1 Color Mixture in a Paper – Illusion of Transparence from The Interaction of Color portfolio		Josef Albers			1963				1.5486	1.55:1	Landscape										Bechtler Museum of Modern Art	Charlotte, United States	http://bechtler.org/	35.224482	-80.847328				Modern art	Acrylic paint	#f1eeec				zQGksStqRLxrzA	https://artsandculture.google.com/asset/ix-1-color-mixture-in-a-paper-%E2%80%93-illusion-of-transparence-from-the-interaction-of-color-portfolio-josef-albers/zQGksStqRLxrzA
58	White Line Squares IV		Josef Albers			1966				0.9979	1:1 (Square)	Square	486	487	0.24	1						Pomona College Museum of Art	Claremont, United States	http://www.pomona.edu/museum/	34.096898	-117.714385				Modern art	Etching, Pottery	#f5eace				qwHHhD7wNqsFbQ	https://artsandculture.google.com/asset/white-line-squares-iv-josef-albers/qwHHhD7wNqsFbQ
57	Camel sketch		Torres García							1.1374	1.14:1	Landscape										Biblioteca Mário de Andrade	Sao Paulo, Brazil	http://www.bma.sp.gov.br	-23.547453	-46.642077					Graphite, Ink	#dbcab4				dgEDhyOgHuMnNQ	https://artsandculture.google.com/asset/camel-sketch-torres-garc%C3%ADa/dgEDhyOgHuMnNQ
56	Osnovnoye. Design Project for the Emblem of the Basic Course of VKhUTEMAS		Gustavs Klucis	1895–1938		1924/1926		Photomontage, watercolour, gouache and Indian ink on paper	Design Project	0.699	2:3 (Portrait)	Portrait	3658	5233	19.14	2	36.2 (h) x 25.3 (w) cm					Latvian National Museum of Art	Riga, Latvia	http://www.lnmm.lv/	56.955829	24.113075			LNMA	Constructivism, Suprematism	Gouache, India ink, Ink, Photograph, Spray painting	#d8ccc0				LwGzCtaxwzFaPQ	https://artsandculture.google.com/asset/osnovnoye-design-project-for-the-emblem-of-the-basic-course-of-vkhutemas-gustavs-klucis/LwGzCtaxwzFaPQ
55	Swallows [Diving]. Design for Postcard		Gustavs Klucis	1895–1938		1928		Collage, photomontage and gouache on paper	Collage	0.6199	0.62:1	Portrait	3092	4988	15.42	2	57.8 (h) x 36.1 (w) cm					Latvian National Museum of Art	Riga, Latvia	http://www.lnmm.lv/	56.955829	24.113075			LNMA	Constructivism	Gouache, Photograph	#dfccb5				mwH_jazFdAN5pg	https://artsandculture.google.com/asset/swallows-diving-design-for-postcard-gustavs-klucis/mwH_jazFdAN5pg
54	Café Aubette, Strasbourg, France (Color scheme for floor and long walls of ballroom, preliminary version)		Theo van Doesburg			1927		Ink, gouache, and metallic gouache on paper		0.7251	3:4 (Portrait)	Portrait					"21 x 14 3/4"" (53.3 x 37.5 cm)"	53.3	37.5			MoMA The Museum of Modern Art	New York, United States	http://www.MoMA.org/?ref=googleartproject	40.761433	-73.977622			© 2016 Artists Rights Society (ARS), New York / VG Bild-Kunst, Bonn	Constructivism, De Stijl, Modern art	France, Gouache, Ink, Metal, Strasbourg, Watercolor painting	#d6caa9				IwFbjQCfcJ7tFw	https://artsandculture.google.com/asset/caf%C3%A9-aubette-strasbourg-france-color-scheme-for-floor-and-long-walls-of-ballroom-preliminary-version-theo-van-doesburg/IwFbjQCfcJ7tFw
53	Kestnermappe Proun, Rob. Levnis and Chapman GmbH Hannover #5		Lazar El Lissitzky	1890 - 1941		1923			Lithography	0.7319	3:4 (Portrait)	Portrait					45,2 x 61 cm (each one of the six elements)	2.0	61.0			Museu Coleção Berardo	Lisboa / Lisbon, Portugal	http://www.museuberardo.pt/	38.695874	-9.209091		http://en.museuberardo.pt/collection/works/751		Constructivism, Modern art, Suprematism	Ink	#bbb6a2				TwEP-fb0AWmlow	https://artsandculture.google.com/asset/kestnermappe-proun-rob-levnis-and-chapman-gmbh-hannover-5-lazar-el-lissitzky/TwEP-fb0AWmlow
52	1o Kestnermappe Proun Cover		El Lissitzky			Published 1923		Portfolio of six lithographs (two with collage), cover and title page	Print Collection: Portfolio	0.7722	3:4 (Portrait)	Portrait					h 60.00, w 44.00 cm					National Galleries Scotland: Modern	Edinburgh, United Kingdom	https://www.nationalgalleries.org/visit/scottish-national-gallery-modern-art	55.950823	-3.227636		See this work at nationalgalleries.org	https://www.nationalgalleries.org/copyright-image-licensing	Constructivism, Suprematism	Pottery					nQHfYjGWeBVleg	https://artsandculture.google.com/asset/1o-kestnermappe-proun-el-lissitzky/nQHfYjGWeBVleg
51	The Stairs		Aleksandr Rodchenko			1930 © Multimedia Art Museum, Moscow		Photograph	Photograph	1.3625	4:3 (Standard)	Landscape	5311	3898	20.7	2						Manege Central Exhibition Hall	Saint Petersburg, Russia	http://www.manege.spb.ru	59.934155	30.30306			Multimedia Art Museum, Moscow	Constructivism, Modern art	Moscow, Photograph, Russia	#cfccc1				OQG1WAhut_JamA	https://artsandculture.google.com/asset/the-stairs-aleksandr-rodchenko/OQG1WAhut_JamA
50	Composition		Alexander Rodchenko			1919				1.2528	1.25:1	Landscape										CFC Big Ideas in association with the Ministry of Culture and Information Policy	Kyiv, Ukraine	https://cfcbigideas.com/	50.452476	30.524986			From the collection of the National Art Museum of Ukraine	Constructivism, Modern art	Oil paint	#5e7f5b				oAE5NZNpXb7aOg	https://artsandculture.google.com/asset/composition-alexander-rodchenko/oAE5NZNpXb7aOg
49	Cover of MA, 1924. 3-4.	MA borító, 1924. 3-4.	Lajos Kassák	1887 - 1967	Hungarian	1924			Journal cover	0.9915	1:1 (Square)	Square					w31 x h31.1 cm (Complete)	31.1	31.0			Petőfi Literary Museum	Budapest, Hungary	http://www.pim.hu/	47.491458	19.058322			Petőfi Literary Museum	Constructivism, Modern art	Austria, Ink, Vienna	#d0cabc				sQFH50gOSJtIIQ	https://artsandculture.google.com/asset/cover-of-ma-1924-3-4/sQFH50gOSJtIIQ
48	Constructivo en Gris y Negro con Centro Rojo		Joaquín Torres-García	1874 - 1949		1933			Painting	0.6629	2:3 (Portrait)	Portrait					50,2 x 76 x 2 cm	2.0	76.0	2.0		Museu Coleção Berardo	Lisboa / Lisbon, Portugal	http://www.museuberardo.pt/	38.695874	-9.209091		http://en.museuberardo.pt/collection/works/1242		Constructivism, Modern art	Acrylic paint, Oil paint	#161617				rwFGinZczXExgw	https://artsandculture.google.com/asset/constructivo-en-gris-y-negro-con-centro-rojo-joaqu%C3%ADn-torres-garc%C3%ADa/rwFGinZczXExgw
47	Composition (Blue-Yellow-Black)		Liubov Sergeievna Popova	1889 - 1924		1920			Painting / Collage	0.6782	2:3 (Portrait)	Portrait					29,5 x 44 cm	5.0	44.0			Museu Coleção Berardo	Lisboa / Lisbon, Portugal	http://www.museuberardo.pt/	38.695874	-9.209091		http://en.museuberardo.pt/collection/works/988		Constructivism, Modern art	Acrylic paint	#c7b79f				AAHADWQBdf1k3A	https://artsandculture.google.com/asset/composition-blue-yellow-black-liubov-sergeievna-popova/AAHADWQBdf1k3A
46	Taeuber-Arp_Plate 20 (folio 43) from 23 Gravures		Sophie Taeuber-Arp							0.7842	3:4 (Portrait)	Portrait										MoMA The Museum of Modern Art	New York, United States	http://www.MoMA.org/?ref=googleartproject	40.761433	-73.977622				Constructivism, Geometric abstraction	Ink	#f1e9d7				KQFFcqRB6T6wnw	https://artsandculture.google.com/asset/taeuber-arp-plate-20-folio-43-from-23-gravures-sophie-taeuber-arp/KQFFcqRB6T6wnw
45	Composição		Alfredo Volpi	1896 - 1988	Italian	c. 1958		Tempera on canvas	Painting	0.9996	1:1 (Square)	Square					w 70 x h 70 cm	70.0	70.0			The Adolpho Leirner Collection of Brazilian Constructive Art at The Museum of Fine Arts, Houston	Houston, United States	https://emuseum.mfah.org/advancedsearch/Objects/department%3ALatin%20American%20Art?filter=collections%3AAdolpho%20Leirner%20Collection%20of%20Brazilian%20Constructive%20Art#filters	0.0	0.0		Related document(s) in the ICAA's Digital Archive		Geometric abstraction, Modern art	Tempera	#ede2c7				JgG6slK5trgTaQ	https://artsandculture.google.com/asset/composi%C3%A7%C3%A3o/JgG6slK5trgTaQ
44	Untitled, From the Williamsburg Housing Project Murals		Ilya Bolotowsky	American, born Russia, 1907-1981	American	1936	New York City, USA	Oil on canvas	Painting	2.3761	21:9 (Cinemascope)	Panoramic (Landscape)					85 x 211in. (215.9 x 535.9cm)	215.9	535.9			Brooklyn Museum	Brooklyn, New York City, United States	https://www.brooklynmuseum.org/	40.671206	-73.963631	L1990.1.1	http://www.brooklynmuseum.org/opencollection/objects/124184/Untitled_From_the_Williamsburg_Housing_Project_Murals	On loan from the New York City Housing Authority	Geometric abstraction	Oil paint, United States	#eae9e8				-AEJMMIK6GTRlg	https://artsandculture.google.com/asset/untitled-from-the-williamsburg-housing-project-murals/-AEJMMIK6GTRlg
43	Schematic Composition		Sophie Taeuber-Arp			1933		Oil and wood on composition board		1.39	1.39:1	Landscape					"35 3/8 x 49 1/4"" (89.6 x 125 cm)"	89.6	125.0			MoMA The Museum of Modern Art	New York, United States	http://www.MoMA.org/?ref=googleartproject	40.761433	-73.977622			© 2016 Artists Rights Society (ARS), New York / VG Bild-Kunst, Bonn	Geometric abstraction	Masonite, Oil paint, Wood	#ebdbc4				CAHQW3Vwuf5e0g	https://artsandculture.google.com/asset/schematic-composition-sophie-taeuber-arp/CAHQW3Vwuf5e0g
42	FOUR SPACES WITH BROKEN CROSS, plate 14 from ART D'AUJOURD'HUI, MAÎTRES DE L'ART ABSTRAIT: Album I.		Sophie Taeuber-Arp							0.7819	3:4 (Portrait)	Portrait										MoMA The Museum of Modern Art	New York, United States	http://www.MoMA.org/?ref=googleartproject	40.761433	-73.977622			© 2016 Artists Rights Society (ARS), New York / VG Bild-Kunst, Bonn	Constructivism, Dada, Geometric abstraction	Ink	#f7efe7				igGdXWACZo2CDQ	https://artsandculture.google.com/asset/four-spaces-with-broken-cross-plate-14-from-art-d-aujourd-hui-ma%C3%8Etres-de-l-art-abstrait-album-i-sophie-taeuber-arp/igGdXWACZo2CDQ
41	Chapter XXIV-1 The Equilateral Triangle		Josef Albers			1963				0.644	2:3 (Portrait)	Portrait										Bechtler Museum of Modern Art	Charlotte, United States	http://bechtler.org/	35.224482	-80.847328				Modern art	Acrylic paint, Geometry, Spray painting	#f4f0ef				xwFsf7_xf8fEfw	https://artsandculture.google.com/asset/chapter-xxiv-1-the-equilateral-triangle-josef-albers/xwFsf7_xf8fEfw
40	Cube-Secrecy 04-61		Kim, Jai Kwan	1947	Korean	2004		Acrylic on canvas	Painting	0.7785	3:4 (Portrait)	Portrait					w318 x h410 cm	410.0	318.0			Korean Art Museum Association	Seoul, South Korea	http://www.artmuseums.or.kr/	37.576484	126.984555					Acrylic paint	#3c888e				fAHMXDg-1OsCeA	https://artsandculture.google.com/asset/cube-secrecy-04-61-kim-jai-kwan/fAHMXDg-1OsCeA
39	Cube-Secrecy 04-201		Kim, Jai Kwan	1947	Korean	2004		Acrylic on canvas	Painting	1.4656	3:2 (Classic 35mm)	Landscape					w727 x h530 cm	530.0	727.0			Korean Art Museum Association	Seoul, South Korea	http://www.artmuseums.or.kr/	37.576484	126.984555					Acrylic paint	#322f2e				5QEzduIs1YLokQ	https://artsandculture.google.com/asset/cube-secrecy-04-201-kim-jai-kwan/5QEzduIs1YLokQ
38	Cube-Secrecy 03-601		Kim, Jai Kwan	1947	Korean	2003		Acrylic on canvas	Painting	1.6304	16:10	Landscape					w1303 x h900 cm	900.0	1303.0			Korean Art Museum Association	Seoul, South Korea	http://www.artmuseums.or.kr/	37.576484	126.984555					Acrylic paint	#f0efed				8gE4piaTaRQKZA	https://artsandculture.google.com/asset/cube-secrecy-03-601-kim-jai-kwan/8gE4piaTaRQKZA
37	Relationship 88-601		Kim, Jai Kwan	1947	Korean	1988		Oil on canvas	Painting	1.364	4:3 (Standard)	Landscape					w1333 x h970 cm	970.0	1333.0			Korean Art Museum Association	Seoul, South Korea	http://www.artmuseums.or.kr/	37.576484	126.984555					Oil paint	#d7dbda				6QEJO62np0t1Dw	https://artsandculture.google.com/asset/relationship-88-601-kim-jai-kwan/6QEJO62np0t1Dw
36	The Cheat with the Ace of Clubs		Georges de La Tour	1593 - 1652	French	c. 1630–34		Oil on canvas		1.6095	16:10	Landscape	5400	3355	18.12	6	38 1/2 x 61 1/2 in. (97.8 x 156.2 cm)	97.8	156.2		87.8	Kimbell Art Museum	Fort Worth, United States	http://www.kimbellart.org/	32.748569	-97.364921	AP 1981.06	www.kimbellart.org	Kimbell Art Museum, Fort Worth, Texas	Baroque	Oil paint	#302a22	http://www.wikidata.org/entity/Q27180501		http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20de%20La%20Tour%20-%20The%20Cheat%20with%20the%20Ace%20of%20Clubs%20-%20Google%20Art%20Project.jpg	eAHsvdrPzFNGFQ	https://artsandculture.google.com/asset/the-cheat-with-the-ace-of-clubs-georges-de-la-tour/eAHsvdrPzFNGFQ
35	Five Eldest Children of Charles I		Sir Anthony Van Dyck	1641		1637			Painting	1.2335	1.23:1	Landscape	5166	4188	21.64	8						Royal Collection Trust, UK	London, United Kingdom	https://www.rct.uk/	51.504639	-0.137719	267	http://www.rct.uk/collection/404405	Supplied by Royal Collection Trust / (c) HM Queen Elizabeth II 2012	Antwerp school, Baroque	Dog, Oil paint	#191616	http://www.wikidata.org/entity/Q3937419		http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20%281599-1641%29%20-%20The%20Five%20Eldest%20Children%20of%20Charles%20I%20-%20267%20-%20Royal%20Collection.jpg	rgETLGbnb2EzxQ	https://artsandculture.google.com/asset/five-eldest-children-of-charles-i-sir-anthony-van-dyck/rgETLGbnb2EzxQ
34	The Dancing Couple		Jan Steen			1663		oil on canvas		1.4091	1.41:1	Landscape	19634	13934	273.58	9	overall: 102.5 x 142.5 cm (40 3/8 x 56 1/8 in.) framed: 131.4 x 171.8 cm (51 3/4 x 67 5/8 in.)	102.5	142.5		350.0	National Gallery of Art, Washington DC	Washington, DC, United States	http://www.nga.gov/	38.891298	-77.019965	1942.9.81		CC0	Baroque, Dutch Golden Age	Oil paint	#3f311b	http://www.wikidata.org/entity/Q20177586	https://en.wikipedia.org/wiki/The_Dancing_Couple	http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Steen%20-%20The%20Dancing%20Couple%20-%20Google%20Art%20Project.jpg	MQE2fyQk7CYX-A	https://artsandculture.google.com/asset/the-dancing-couple-jan-steen/MQE2fyQk7CYX-A
33	The Seven Corporal Works of Mercy		Teniers, David the younger	1610 - 1690		17th century		Oil	Painting	1.3845	1.38:1	Landscape	4836	3493	16.89	1	w885 x h648 cm	648.0	885.0		13.9	Dulwich Picture Gallery	London, United Kingdom	http://www.dulwichpicturegallery.org.uk/	51.446062	-0.086329	DPG614			Baroque	Oil paint	#e5e6df	http://www.wikidata.org/entity/Q23929307		http://commons.wikimedia.org/wiki/Special:FilePath/Teniers%2C%20David%20the%20younger%20-%20The%20Seven%20Corporal%20Works%20of%20Mercy%20-%20Google%20Art%20Project.jpg	2wGbuDa6kR8z5Q	https://artsandculture.google.com/asset/the-seven-corporal-works-of-mercy/2wGbuDa6kR8z5Q
32	Lady at the Virginal with a Gentleman, 'The Music Lesson'		Johannes Vermeer	1632 - 1675		c.1662 - 1665		Oil on canvas	Painting	0.8724	0.87:1	Portrait	4439	5088	22.59	4	h 74.1 x w 64.5 cm	74.1	64.5		174.8	Royal Collection Trust, UK	London, United Kingdom	https://www.rct.uk/	51.504639	-0.137719	RCIN 405346	http://www.rct.uk/collection/405346	Supplied by Royal Collection Trust / (c) HM Queen Elizabeth II 2012	Baroque, Dutch Golden Age	Keyboard instrument, Musical instrument, Netherlands, Oil paint	#161315	http://www.wikidata.org/entity/Q2336984	https://en.wikipedia.org/wiki/The_Music_Lesson	http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20Lady%20at%20the%20Virginal%20with%20a%20Gentleman%2C%20%27The%20Music%20Lesson%27%20-%20Google%20Art%20Project.jpg	CwFxCw3kUr-Lrw	https://artsandculture.google.com/asset/lady-at-the-virginal-with-a-gentleman-the-music-lesson-johannes-vermeer/CwFxCw3kUr-Lrw
31	Esther before Ahasuerus		Artemisia Gentileschi					Oil on canvas		1.3069	4:3 (Standard)	Landscape	3811	2916	11.11	5	82 x 107 3/4in. (208.3 x 273.7cm)	208.3	273.7		35.4	The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244	69.281			Baroque	Greek mythology, Myth, Mythology, Oil paint	#1f1716	http://www.wikidata.org/entity/Q3733425	https://en.wikipedia.org/wiki/Esther_Before_Ahasuerus_(Artemisia_Gentileschi)	http://commons.wikimedia.org/wiki/Special:FilePath/Gentileschi%2C%20Artemisia%20-%20Esther%20before%20Ahasuerus%20-%20c.%201628%E2%80%931635.jpg	CwEM1WqONtKZLw	https://artsandculture.google.com/asset/esther-before-ahasuerus-artemisia-gentileschi/CwEM1WqONtKZLw
30	Christ in the Storm on the Sea of Galilee		Rembrandt van Rijn			1633		Oil paint		0.8046	0.80:1	Portrait	2286	2841	6.49	1	w128 x h168 cm	168.0	128.0		45.4	Isabella Stewart Gardner Museum	Boston, United States	https://www.gardnermuseum.org/	42.338144	-71.099058	P21s24	More on the 1990 theft of this work from the Gardner Museum	Isabella Stewart Gardner Museum, Boston	Baroque, Dutch Golden Age	Israel, Oil paint, Sea of Galilee, Storm	#2e2d2f	http://www.wikidata.org/entity/Q2246489	https://en.wikipedia.org/wiki/The_Storm_on_the_Sea_of_Galilee	http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Christ%20in%20the%20Storm%20on%20the%20Lake%20of%20Galilee.jpg	HAFJC4JVXYbUBg	https://artsandculture.google.com/asset/christ-in-the-storm-on-the-sea-of-galilee-rembrandt-van-rijn/HAFJC4JVXYbUBg
29	The Procuress		Johannes Vermeer			1656			Painting	0.9161	0.92:1	Portrait	5339	5828	31.12	3	w 127.8 x h 143 cm	143.0	127.8		106.1	Old Masters Picture Gallery, Dresden State Art Museums	Dresden, Germany	http://www.skd.museum/en/	51.053388	13.734707	Gal.-Nr. 1335	Staatliche Kunstsammlungen Dresden	Gemäldegalerie Alte Meister, Staatliche Kunstsammlungen Dresden	Baroque, Dutch Golden Age	Oil paint	#1c1613	http://www.wikidata.org/entity/Q63692	https://en.wikipedia.org/wiki/The_Procuress_(Vermeer)	http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20The%20Procuress%20-%20Google%20Art%20Project.jpg	ZgEq-2vBqy3sVA	https://artsandculture.google.com/asset/the-procuress-johannes-vermeer/ZgEq-2vBqy3sVA
28	Munich: Nymphenburg Palace		Enrico Zuccalli and Joseph Effner			1664/1758			Photo	1.4268	1.43:1	Landscape										Zentralinstitut für Kunstgeschichte	Munich, Germany	https://www.zikg.eu	48.144615	11.566699					Building, Engraving, Germany, Munich, Palace, Photograph	#e4ded9				NAFRZ25BHc2Grw	https://artsandculture.google.com/asset/munich-nymphenburg-palace-enrico-zuccalli-and-joseph-effner/NAFRZ25BHc2Grw
