index	title	original_title	creator	creator_lifespan	creator_nationality	date_created	location_created	medium	object_type	aspect_ratio	aspect_ratio_standard	orientation	master_width_px	master_height_px	megapixels	focal_anchors_count	physical_dimensions_raw	parsed_height_cm	parsed_width_cm	parsed_depth_cm	resolution_density_dpi	partner_name	partner_city_country	partner_website	partner_lat	partner_long	inventory_number	external_catalog_url	rights	art_movements	tags_and_topics	dominant_color	wikidata_qid	wikipedia_url	commons_image_url	asset_id	link
320	Architecton		Lazar Khidekel (1904-1986, painter and architect)			1927	Leningrad, now St. Petersburg	Gouache, watercolor, India ink and pencil on paper	Painting / Architectural drawing	0.7566	3:4 (Portrait)	Portrait					10 ½ x 7 7/8 in (25.4 x 20 cm)	25.4	20.0			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876		http://lazarkhidekel.com	Copyright held by Lazar Khidekel Family	Suprematism	Architecture, Drawing, Gouache, India ink, Ink, Pencil, Watercolor painting	#f8e0bd				WAHUSasm-JSrxw	https://artsandculture.google.com/asset/architecton-lazar-khidekel-1904-1986-painter-and-architect/WAHUSasm-JSrxw
319	Patent Model of Railroad Signal Lantern, 1867		Towne, A. N.			1867			Objects	0.6667	2:3 (Portrait)	Portrait	3744	5616	21.03	1						The Henry Ford	Dearborn, MI, United States	https://www.thehenryford.org/	42.303451	-83.234206					Chicago, Invention, United States	#f2ece7				swGZx8-AduoO3g	https://artsandculture.google.com/asset/patent-model-of-railroad-signal-lantern-1867-towne-a-n/swGZx8-AduoO3g
318	Bitcoin x crypto code on screen									1.5	3:2 (Classic 35mm)	Landscape										The Index Project	Copenhagen, Denmark	https://theindexproject.org	0.0	0.0					Computer programming	#304158				ZQHg_TYABJD10Q	https://artsandculture.google.com/asset/bitcoin-x-crypto-code-on-screen/ZQHg_TYABJD10Q
317	Composição no. 1		Maurício Nogueira Lima	1930 - 1999	Brazilian	1952		Oil on canvas	Painting	0.6787	2:3 (Portrait)	Portrait					w 49.8 x h 73 cm	73.0	49.8			The Adolpho Leirner Collection of Brazilian Constructive Art at The Museum of Fine Arts, Houston	Houston, United States	https://emuseum.mfah.org/advancedsearch/Objects/department%3ALatin%20American%20Art?filter=collections%3AAdolpho%20Leirner%20Collection%20of%20Brazilian%20Constructive%20Art#filters	0.0	0.0		Related document(s) in the ICAA's Digital Archive			Oil paint	#e8dfc2				EwEYHAkmzGB_gg	https://artsandculture.google.com/asset/composi%C3%A7%C3%A3o-no-1/EwEYHAkmzGB_gg
316	Untitled (Standardized unit furniture with variable proportions, desk)		Franz Ehrlich			undated (1950)		graphite pencil on tracing paper		0.7134	3:4 (Portrait)	Portrait					37.5 x 26.5 cm	37.5	26.5			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 33631 G) / © (Ehrlich, Franz) Erbengemeinschaft nach Franz Ehrlich / Image by Google		Furniture, Graphite, Pencil, Tracing paper	#7e796d				FwFc6i5kZ3pCLg	https://artsandculture.google.com/asset/untitled-standardized-unit-furniture-with-variable-proportions-desk-franz-ehrlich/FwFc6i5kZ3pCLg
315	Plan of Imola		Leonardo da Vinci	1452 - 1519	Italian	1502		Pen and ink, with coloured washes, and stylus lines, over black chalk	Drawing	1.3563	4:3 (Standard)	Landscape					w602 x h440 mm	44.0	60.2			Royal Collection Trust, UK	London, United Kingdom	https://www.rct.uk/	51.504639	-0.137719		http://www.rct.uk/collection/912284	Supplied by Royal Collection Trust / (c) HM Queen Elizabeth II 2012	High Renaissance, Italian Renaissance, Renaissance	Chalk, Drawing, Ink, Map, Pen, Pigment	#cabca1				hgEpMgZ5mn6R4A	https://artsandculture.google.com/asset/plan-of-imola-leonardo-da-vinci/hgEpMgZ5mn6R4A
314	ENIAC Programmers / United States Army		United States Army			1946				1.3333	4:3 (Standard)	Landscape	1024	768	0.79	1						National Women’s History Museum	Alexandria, VA, United States	http://www.womenshistory.org/	0.0	0.0			No known copyright restrictions. United States government works not subject to copyright.		Computer, Computer programming, Technology, United States	#07090c				4AFgcMwMqg1mRw	https://artsandculture.google.com/asset/eniac-programmers-united-states-army-united-states-army/4AFgcMwMqg1mRw
313	Composição ortogonal no. 2		Anatol Wladyslaw	1913 - 2004	Polish	1952		Oil on canvas	Painting	0.8054	0.81:1	Portrait					w 59.4 x h 73 cm	73.0	59.4			The Adolpho Leirner Collection of Brazilian Constructive Art at The Museum of Fine Arts, Houston	Houston, United States	https://emuseum.mfah.org/advancedsearch/Objects/department%3ALatin%20American%20Art?filter=collections%3AAdolpho%20Leirner%20Collection%20of%20Brazilian%20Constructive%20Art#filters	0.0	0.0		Related document(s) in the ICAA's Digital Archive			Oil paint	#94a0a6				agFvrFeqibhO2Q	https://artsandculture.google.com/asset/composi%C3%A7%C3%A3o-ortogonal-no-2/agFvrFeqibhO2Q
312	Metamorphosis Insectorum Surinamensium		Maria Sibylla Merian			1705				0.7456	3:4 (Portrait)	Portrait	4344	5826	25.31	2						The Natural History Museum	London, United Kingdom	http://www.nhm.ac.uk/	51.496715	-0.176367					Amsterdam, Biology, Botany, Butterflies, Insects, Nature, Netherlands	#fdf8ec				hQE9yeZdQwuMjA	https://artsandculture.google.com/asset/metamorphosis-insectorum-surinamensium-maria-sibylla-merian/hQE9yeZdQwuMjA
311	Margaret Hamilton's Program Listing									1.3528	4:3 (Standard)	Landscape										Smithsonian's National Air and Space Museum	Washington, DC, United States	https://airandspace.si.edu	38.88781	-77.019905					Computer programming, Software	#e9f0e5				LwEryJXJ0ttF4Q	https://artsandculture.google.com/asset/margaret-hamilton-s-program-listing/LwEryJXJ0ttF4Q
310	Drawing for Point and Line to Plane		Vassily Kandinsky			1925		graphite and ink on tracing paper	Drawing	1.1842	1.18:1	Landscape										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-336			Expressionism, Modern art	Architecture, Drawing, Graphite, India ink, Ink, Tracing paper	#f4d5bd				QAGDse3VS9c_uA	https://artsandculture.google.com/asset/drawing-for-point-and-line-to-plane-vassily-kandinsky/QAGDse3VS9c_uA
309	Drawing for Point and Line on Plan		Vassily Kandinsky			1925		ink on paper	Drawing	1.3803	1.38:1	Landscape										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-349			Modern art	Drawing, India ink, Ink	#f6c4a8				7QGwlSzVnNLaOQ	https://artsandculture.google.com/asset/drawing-for-point-and-line-on-plan-vassily-kandinsky/7QGwlSzVnNLaOQ
308	Architecton		Lazar Khidekel (1904-1986, painter and architect)			1927	Petrograd, now St. Petersburg	India ink on paper	Painting	0.7168	3:4 (Portrait)	Portrait										Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876			Copyright held by Lazar Khidekel Family	Suprematism	India ink, Ink, Russia, Saint Petersburg	#fbf2d2				-wFdCWmRHwC-vw	https://artsandculture.google.com/asset/architecton-lazar-khidekel-1904-1986-painter-and-architect/-wFdCWmRHwC-vw
307	CABINET FOR RECREATION ROOMS		Franz Ehrlich			1969-03-27		ink and graphite pencil on tracing paper		1.4522	1.45:1	Landscape					35.0 x 50.5 cm	35.0	50.5			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 34869 G) / © (Ehrlich, Franz) Erbengemeinschaft nach Franz Ehrlich / Image by Google		Design, Furniture, Graphite, India ink, Ink, Pencil, Tracing paper	#828073				dAGfVNZHofBzXQ	https://artsandculture.google.com/asset/cabinet-for-recreation-rooms-franz-ehrlich/dAGfVNZHofBzXQ
306	Sketch for a desk and a study room cabinet		Franz Ehrlich					graphite pencil on tracing paper		1.5912	16:10	Landscape					39.5 x 62.5 cm	39.5	62.5			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 31962 G) / © (Ehrlich, Franz) Erbengemeinschaft nach Franz Ehrlich / Image by Google		Graphite, Interior design, Pencil, Tracing paper	#767468				PQGy6C9m5oREGg	https://artsandculture.google.com/asset/sketch-for-a-desk-and-a-study-room-cabinet-franz-ehrlich/PQGy6C9m5oREGg
305	Art for two: Stefan Sagmeister x The Art Assignment for Galleria Nazionale																											Learn more			Glasses					MQF-NTCYxb_gCQ	https://artsandculture.google.com/asset/art-for-two-stefan-sagmeister-x-the-art-assignment-for-galleria-nazionale/MQF-NTCYxb_gCQ
304	Vermelho cortando o branco		Hélio Oiticica	1937 - 1980	Brazilian	1958		Oil on canvas	Painting	1.1707	1.17:1	Landscape					w 59.9 x h 51.1 cm	51.1	59.9			The Adolpho Leirner Collection of Brazilian Constructive Art at The Museum of Fine Arts, Houston	Houston, United States	https://emuseum.mfah.org/advancedsearch/Objects/department%3ALatin%20American%20Art?filter=collections%3AAdolpho%20Leirner%20Collection%20of%20Brazilian%20Constructive%20Art#filters	0.0	0.0		Related document(s) in the ICAA's Digital Archive		Modern art	Oil paint	#880104				5AFjviUzXt9k9g	https://artsandculture.google.com/asset/vermelho-cortando-o-branco/5AFjviUzXt9k9g
303	Codex Arundel, Arundel MS 263, f.149r		Leonardo da Vinci			1478–1518	Italy (Florence, Milan, Rome) and France (Amboise)		Manuscript	1.414	1.41:1	Landscape										The British Library	London, United Kingdom	http://www.bl.uk/	51.529972	-0.127676			Public Domain in most countries other than the UK. For more information visit: https://www.bl.uk/help/how-to-reuse-images-of-unpublished-manuscripts	Italian Renaissance, Renaissance	England, France, Graphite, London, United Kingdom	#eee8e3				JQEdTwhX90FlOg	https://artsandculture.google.com/asset/codex-arundel-arundel-ms-263-f-149r-leonardo-da-vinci/JQEdTwhX90FlOg
302	Suprematism Design for a Plate		Lazar Khidekel (1904-1986, painter and architect)			1922	Vitebsk	Watercolor and India ink on paper	Painting / design	0.9834	1:1 (Square)	Square					6 7/8 x 6 7/8 in (17.5 x 17.5 cm)	17.5	17.5			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876		http://lazarkhidekel.com	Copyright held by Lazar Khidekel Family	Suprematism	India ink, Ink, Watercolor painting	#fdfdf6				mQFpSy39A5K18Q	https://artsandculture.google.com/asset/suprematism-design-for-a-plate-lazar-khidekel-1904-1986-painter-and-architect/mQFpSy39A5K18Q
301	Bild VII. Bydlo (Paiting VII. Bydlo)		Vassily Kandinsky			1928		graphite, ink and watercolor on paper	Drawing	1.3465	4:3 (Standard)	Landscape										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-126			Modern art	Drawing, Graphite, India ink, Ink, Watercolor painting	#c9c6b8				KwHhtnEB0DDrZw	https://artsandculture.google.com/asset/bild-vii-bydlo-paiting-vii-bydlo-vassily-kandinsky/KwHhtnEB0DDrZw
300	Bild XIII. Catacombae (Paiting XIII. Catacombae)		Vassily Kandinsky			1928		graphite, ink and watercolor on paper	Drawing	1.3443	4:3 (Standard)	Landscape										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-130			Expressionism, Modern art	Drawing, Graphite, India ink, Ink, Watercolor painting	#c8c2af				EQFB0MZAPbFMgg	https://artsandculture.google.com/asset/bild-xiii-catacombae-paiting-xiii-catacombae-vassily-kandinsky/EQFB0MZAPbFMgg
299	Drawing for Point and Line on Plan		Vassily Kandinsky			1925		ink on paper	Drawing	0.8106	0.81:1	Portrait										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-344			Modern art	Drawing, India ink, Ink	#f2d4be				bQHhCw6U8LZFJw	https://artsandculture.google.com/asset/drawing-for-point-and-line-on-plan-vassily-kandinsky/bQHhCw6U8LZFJw
298	Figurinen zu Bild XVI. Kiew (Figurines pour Paiting XVI. Kiev)		Vassily Kandinsky			1928		graphite, ink and watercolor on paper	Drawing	1.3589	4:3 (Standard)	Landscape										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-132			Modern art	Drawing, Graphite, India ink, Ink, Kyiv, Ukraine, Watercolor painting	#e3decb				UQH3yViXMnQ1Pw	https://artsandculture.google.com/asset/figurinen-zu-bild-xvi-kiew-figurines-pour-paiting-xvi-kiev-vassily-kandinsky/UQH3yViXMnQ1Pw
297	Drawing for Point and Line to Plane		Vassily Kandinsky			1925		pencils and ink on paper	Drawing	0.7974	0.80:1	Portrait										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-369			Expressionism, Modern art	Drawing, Geometry, India ink, Ink, Pencil	#e7dfc7				CgGLQxL9SO3z8Q	https://artsandculture.google.com/asset/drawing-for-point-and-line-to-plane-vassily-kandinsky/CgGLQxL9SO3z8Q
296	Sketch for a Futuristic City (on poles)		Lazar Khidekel (1904-1986, painter and architect)			1926/1928	Leningrad, now St. Petersburg	India ink, pencil on paper	Architectural drawing	1.3879	1.39:1	Landscape					12 x 16.8 ins (30.48 x 42.6 cm)	30.48	42.6			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876		http://www.russianamericanculture.com/lazar-khidekel-society/	Copyright held by Lazar Khidekel Family	Suprematism	Architecture, Drawing, India ink, Ink, Pencil	#d3c6b0				hwFrSkhpPpLSrw	https://artsandculture.google.com/asset/sketch-for-a-futuristic-city-on-poles-lazar-khidekel-1904-1986-painter-and-architect/hwFrSkhpPpLSrw
295	DEVELOPMENT SCHEMES. Existing buildings / development as currently intended / development as it should be intended		Franz Ehrlich					ink over graphite pencil on card		0.7746	3:4 (Portrait)	Portrait					47.0 x 36.2 cm	47.0	36.2			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 35704 G) / © (Ehrlich, Franz) Erbengemeinschaft nach Franz Ehrlich / Image by Google		Graphite, India ink, Ink, Pencil	#c8bfb4				lQFCPJJesvzOWg	https://artsandculture.google.com/asset/development-schemes-existing-buildings-development-as-currently-intended-development-as-it-should-be-intended-franz-ehrlich/lQFCPJJesvzOWg
294	Untitled		Vassily Kandinsky			1931		ink on paper	Drawing	1.1935	1.19:1	Landscape										Centre Pompidou	Paris, France	https://www.centrepompidou.fr/en	48.860642	2.352245	AM 81-65-413			Modern art	Drawing, India ink, Ink	#e5cabb				kAEly3F2ZcCcaA	https://artsandculture.google.com/asset/untitled-vassily-kandinsky/kAEly3F2ZcCcaA
293	Painting with violin		Franz Ehrlich			1970/1973		ink and watercolor on card		0.7699	3:4 (Portrait)	Portrait					58.5 x 39.5 cm	58.5	39.5			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 3676 G) / © (Ehrlich, Franz) Erbengemeinschaft nach Franz Ehrlich / Image by Google		Cardboard, Gold, Gold leaf, India ink, Ink, Metal, Violin, Watercolor painting	#c1c0bc				cwHGoi3ivgjNBA	https://artsandculture.google.com/asset/painting-with-violin-franz-ehrlich/cwHGoi3ivgjNBA
292	BOOK AND DOCUMENT REPOSITORY		Franz Ehrlich			1976-08-15		ink and graphite pencil on tracing paper		1.2303	1.23:1	Landscape					53.5 x 65.5 cm	53.5	65.5			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 34933 G) / © (Ehrlich, Franz) Erbengemeinschaft nach Franz Ehrlich / Image by Google		Graphite, India ink, Ink, Pencil, Tracing paper	#7c786c				TwGkvK7ZEKLeDQ	https://artsandculture.google.com/asset/book-and-document-repository-franz-ehrlich/TwGkvK7ZEKLeDQ
291	Intersecting Lines		Lazar Khidekel (1904-1986, painter and architect)			1920	Vitebsk	India ink on paper		0.7384	3:4 (Portrait)	Portrait					6 x 4.2 in					Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876				Suprematism	India ink, Ink	#e7e4df				wAELVOmkql561A	https://artsandculture.google.com/asset/intersecting-lines-lazar-khidekel-1904-1986-painter-and-architect/wAELVOmkql561A
290	Pine Street		Joseph Pennell			1904			Prints	0.6307	2:3 (Portrait)	Portrait					1926					Davison Art Center, Wesleyan University	Middletown, United States	http://www.wesleyan.edu/dac/	41.55833	-72.65619	1973.D1.34				Graphite, New York, United States	#cfb798				TAEPWs8olIldsA	https://artsandculture.google.com/asset/pine-street-joseph-pennell/TAEPWs8olIldsA
289	"Lugre ""San Jacinto"""									0.6944	2:3 (Portrait)	Portrait					2 positivo; p/b; 91mm x 129mm					Biblioteca Central de Marinha - Navegue no Conhecimento	Lisboa, Portugal	https://ccm.marinha.pt/pt/biblioteca	38.697842	-9.206183						#f2f6f7				-AE_fsaqBOCmzA	https://artsandculture.google.com/asset/lugre-san-jacinto/-AE_fsaqBOCmzA
288	Untitled (Courtyard house A, low building with residential courtyard, road perspective, study project under Ludwig Mies van der Rohe)		Eduard Ludwig			1931-06		ink and watercolor on card		1.4416	1.44:1	Landscape					42.0 x 59.4 cm	42.0	59.4			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 36229) / Image by Google		India ink, Ink, Watercolor painting	#f8dab2				QQHebGQ1A3wC4A	https://artsandculture.google.com/asset/untitled-courtyard-house-a-low-building-with-residential-courtyard-road-perspective-study-project-under-ludwig-mies-van-der-rohe-eduard-ludwig/QQHebGQ1A3wC4A
287	House C, low building with residential courtyard, interior room perspective (Study project under Ludwig Mies van der Rohe)		Eduard Ludwig			1931-06		graphite pencil on tracing paper		1.4647	3:2 (Classic 35mm)	Landscape					41.5 x 59.3 cm	41.5	59.3			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 36230) / Image by Google		Graphite, Pencil, Tracing paper	#cdc38e				sAFTNIqHel9o0Q	https://artsandculture.google.com/asset/house-c-low-building-with-residential-courtyard-interior-room-perspective-study-project-under-ludwig-mies-van-der-rohe-eduard-ludwig/sAFTNIqHel9o0Q
286	Untitled (Courtyard house A, low building with residential courtyard, interior room perspective, study project under Ludwig Mies van der Rohe)		Eduard Ludwig			1931-06		graphite pencil on tracing paper		1.4606	3:2 (Classic 35mm)	Landscape					41.5 x 59.4 cm	41.5	59.4			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 36228) / Image by Google		Graphite, Pencil, Tracing paper	#d1c099				LAHAhf3RvbP1uQ	https://artsandculture.google.com/asset/untitled-courtyard-house-a-low-building-with-residential-courtyard-interior-room-perspective-study-project-under-ludwig-mies-van-der-rohe-eduard-ludwig/LAHAhf3RvbP1uQ
285	Low building with residential courtyard (Courtyard house A, floor plan, layout plan, views, road perspective, study project under Ludwig Mies van der Rohe)		Eduard Ludwig			1931-06-04		ink and colored pencil on card		1.4179	1.42:1	Landscape					42.0 x 59.4 cm	42.0	59.4			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 36227) / Image by Google		Cardboard, Colored pencil, India ink, Ink, Pencil, Plan	#eae5c8				WwE1bcZ0wjF-FQ	https://artsandculture.google.com/asset/low-building-with-residential-courtyard-courtyard-house-a-floor-plan-layout-plan-views-road-perspective-study-project-under-ludwig-mies-van-der-rohe-eduard-ludwig/WwE1bcZ0wjF-FQ
284	Untitled (Terraced house estate Friedrichstr. Dessau; from Ludwig Hilberseimer's class)		Eduard Ludwig			1930-08		ink and colored pencil on card		1.4309	1.43:1	Landscape					29.3 x 41.8 cm	29.3	41.8			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 36219) / Image by Google		Birds, Cardboard, Colored pencil, Dessau-Roßlau, Germany, India ink, Ink, Pencil	#e2dcc4				ZgEKmbC_rx16PA	https://artsandculture.google.com/asset/untitled-terraced-house-estate-friedrichstr-dessau-from-ludwig-hilberseimer-s-class-eduard-ludwig/ZgEKmbC_rx16PA
283	Untitled (Dessau-Törten housing estate, Fieger House, view and groundplans)		Carl Fieger			1926		tempera and ink over graphite pencil on card; print mounted		1.3798	1.38:1	Landscape	8338	6043	50.39	1	22.0 x 30.0 cm	22.0	30.0		706.0	Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 17363 G) / Image by Google		Cardboard, Dessau-Roßlau, Germany, Graphite, India ink, Ink, Pencil, Tempera	#c9c1a3				OAEvqvHsfBwuqg	https://artsandculture.google.com/asset/untitled-dessau-t%C3%B6rten-housing-estate-fieger-house-view-and-groundplans-carl-fieger/OAEvqvHsfBwuqg
282	Garden front of a pair of semi-detached houses for doctors		Carl Fieger			undated (ca. 1924)		ink and tempera over graphite pencil on tracing paper; mounted on cardboard		2.5151	2.52:1	Panoramic (Landscape)					19.4 x 48.8 cm; 31.9 x 54.1 cm (cardboard)	19.4	48.8			Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 2283 G) / Image by Google		Cardboard, Graphite, India ink, Ink, Pencil, Tempera, Tracing paper	#b2a36d				lQGrF2elQ3kNEg	https://artsandculture.google.com/asset/garden-front-of-a-pair-of-semi-detached-houses-for-doctors-carl-fieger/lQGrF2elQ3kNEg
281	BAMBOS 1 Design		Marcel Breuer			1927		letterpress printing on coated paper		2.2127	2.21:1	Panoramic (Landscape)										Bauhaus Dessau Foundation	Dessau-Roßlau, Germany	https://www.bauhaus-dessau.de	51.839531	12.225951			Stiftung Bauhaus Dessau (I 753 L) / Image by Google			#e2e2dd				VAHgQP_wdq2Wyw	https://artsandculture.google.com/asset/bambos-1-design-marcel-breuer/VAHgQP_wdq2Wyw
280	Floating Suprematist Forms		Lazar Khidekel (1904-1986, painter and architect)			1921	Vitebsk	India ink and watercolor on paper	Painting	0.9996	1:1 (Square)	Square					6 x 6 in (15 x 15 cm)	15.0	15.0			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876			Copyright held by Lazar Khidekel Family	Suprematism	India ink, Ink, Watercolor painting	#e0bf8d				5gEmle_-5ayyZg	https://artsandculture.google.com/asset/floating-suprematist-forms-lazar-khidekel-1904-1986-painter-and-architect/5gEmle_-5ayyZg
279	Floating Suprematist Forms		Lazar Khidekel (1904-1986, painter and architect)			1921	Vitebsk	India ink and watercolor on paper	Painting	1.1854	1.19:1	Landscape					2 7/8 x 3 7/16 in (7.3 x 8.7 cm)	7.3	8.7			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876		http://lazarkhidekel.com	Copyright held by Lazar Khidekel Family	Suprematism	India ink, Ink, Watercolor painting	#e8dcc5				-gEKFTrudmmVVg	https://artsandculture.google.com/asset/floating-suprematist-forms-lazar-khidekel-1904-1986-painter-and-architect/-gEKFTrudmmVVg
278	Floating Suprematist Forms		Lazar Khidekel (1904-1986, painter and architect)			1921	Vitebsk	India ink ans watercolor on paper	Painting	1.1127	1.11:1	Landscape					2 13/16 x 2 3/8 in (7.1 x 6 cm)	7.1	6.0			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876			Copyright held by Lazar Khidekel Family	Suprematism	India ink, Ink, Watercolor painting	#e7cda6				8AFzP0jZljegug	https://artsandculture.google.com/asset/floating-suprematist-forms-lazar-khidekel-1904-1986-painter-and-architect/8AFzP0jZljegug
277	Suprematist Space		Lazar Khidekel (1904-1986, painter and architect)			1921	Vitebsk	India ink and silver on paper	Painting	1.3106	4:3 (Standard)	Landscape					15.4 x 20 cm (6 x 7 7/8 in)	15.4	20.0			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876		http://lazarkhidekel.com	Copyright held by Lazar Khidekel Family	Suprematism	Geometry, India ink, Ink, Metal, Silver	#fdefd6				BgGg8zl5HEn--w	https://artsandculture.google.com/asset/suprematist-space-lazar-khidekel-1904-1986-painter-and-architect/BgGg8zl5HEn--w
276	Cosmism: Suprematist Compositions in Space		Lazar Khidekel (1904-1986, painter and architect)			1921	Vitebsk	India ink and pencil on paper	Drawing	0.8963	0.90:1	Portrait					3 5/8 x 3 1/4 in (9.3 x 8.3 cm)	9.3	8.3			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876			Copyright held by Lazar Khidekel Family	Suprematism	Drawing, Geometry, India ink, Ink, Pencil	#e0cdae				XQHrzD2O_UMfSA	https://artsandculture.google.com/asset/cosmism-suprematist-compositions-in-space-lazar-khidekel-1904-1986-painter-and-architect/XQHrzD2O_UMfSA
275	Floating Suprematist Forms		Lazar Khidekel (1904-1986, painter and architect)			1921	Vitebsk	India ink and watercolor on paper	Painting	1.007	1:1 (Square)	Square					5 15/16 x 5 15/16 in (15 x 15 cm)	15.0	15.0			Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876			Copyright held by Lazar Khidekel Family	Suprematism	India ink, Ink, Watercolor painting	#ecdec6				gQF4zX_hJoSgGQ	https://artsandculture.google.com/asset/floating-suprematist-forms-lazar-khidekel-1904-1986-painter-and-architect/gQF4zX_hJoSgGQ
274	Concentric Circles		Lazar Khidekel (1904-1986, painter and architect)			1921		Watercolor, plaster, paper collage, and pencil on board		0.9174	0.92:1	Portrait										Lazar Khidekel Society	New York, United States	http://russianamericanculture.com/	40.768814	-73.950876				Suprematism	Pencil, Plaster, Watercolor painting	#b4a667				UgEJTpDI-NuUAA	https://artsandculture.google.com/asset/concentric-circles-lazar-khidekel-1904-1986-painter-and-architect/UgEJTpDI-NuUAA
273	Cover of Lajos Kassák: DUR Portfolio	Borító Kassák Lajos: DUR mappájához	Lajos Kassák	1887 - 1967	Hungarian	1921			print	0.7264	3:4 (Portrait)	Portrait					w25 x h33 cm (Complete)	33.0	25.0			Petőfi Literary Museum	Budapest, Hungary	http://www.pim.hu/	47.491458	19.058322			Petőfi Literary Museum	Constructivism, Dada, Modern art	Austria, Ink, Vienna	#f9f0cd				PAGI5VRJcLaYDQ	https://artsandculture.google.com/asset/cover-of-lajos-kass%C3%A1k-dur-portfolio/PAGI5VRJcLaYDQ
272	Home is a Foreign Place		Zarina	1937/2020	American	1999		Portfolio of 36 woodcut chine collé with Urdu text printed on paper and mounted on paper		0.8239	0.82:1	Portrait					frontispiece (a): 11 × 8 1/2 in. (27.9 × 21.6 cm) image (b-mm): 8 × 6 in. (20.3 × 15.2 cm) sheet (b-mm): 16 1/8 × 13 1/8 in. (41 × 33.3 cm) box (nn): 17 1/2 × 14 1/2 × 1 3/4 in. (44.5 × 36.8 × 4.4 cm)	27.9	21.6			The Metropolitan Museum of Art	New York City, United States	http://www.metmuseum.org/	40.779437	-73.963244	2013.565a–nn		© Zarina Hashmi		Engraving, Pottery	#f7f4ec				LAEY8in7zhBHVQ	https://artsandculture.google.com/asset/home-is-a-foreign-place-zarina/LAEY8in7zhBHVQ
