index	title	subtitle	asset_id	link
532	Untitled (Colour rows from white to the colour black from Wassily Kandinsky's class)	Reinhold Rossig	eQEbNhZNdk-4gA	https://artsandculture.google.com/asset/untitled-colour-rows-from-white-to-the-colour-black-from-wassily-kandinsky-s-class-reinhold-rossig/eQEbNhZNdk-4gA
531	Untitled (Colour and form study, exercise from Wassily Kandinsky's theory of forms and colours classes)	Corona Krause	vwGcjX2rjOgCLg	https://artsandculture.google.com/asset/untitled-colour-and-form-study-exercise-from-wassily-kandinsky-s-theory-of-forms-and-colours-classes-corona-krause/vwGcjX2rjOgCLg
530	Circular colour study from white via grey to black; exercise from Wassily Kandinsky's theory of colours class	Corona Krause	GQH6W7HpXKR0fA	https://artsandculture.google.com/asset/circular-colour-study-from-white-via-grey-to-black-exercise-from-wassily-kandinsky-s-theory-of-colours-class-corona-krause/GQH6W7HpXKR0fA
529	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Design in a square with coherent horizontal - vertical - with irregular vertical structuring	Konrad Püschel	xgFx02gQPZDLhw	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-design-in-a-square-with-coherent-horizontal-vertical-with-irregular-vertical-structuring-konrad-p%C3%BCschel/xgFx02gQPZDLhw
528	Sitting Room, 7 Owen's Row, Islington	Richard Parminter Cuff	9gFqkAZw6UlaEQ	https://artsandculture.google.com/asset/sitting-room-7-owen-s-row-islington-richard-parminter-cuff/9gFqkAZw6UlaEQ
527	An Interior with a Curtained Bed Alcove	Unknown	8wHhpD23eEtwdg	https://artsandculture.google.com/asset/an-interior-with-a-curtained-bed-alcove-unknown/8wHhpD23eEtwdg
526	Section of a Salon	Louis-Gustave Taraval	2AFxVBIQzIrD2Q	https://artsandculture.google.com/asset/section-of-a-salon-louis-gustave-taraval/2AFxVBIQzIrD2Q
525	Untitled (First-phase analytical drawing, exercise from Wassily Kandinsky's analytical drawing classes)	Friedrich Engemann	jwGXee1nv_w3GQ	https://artsandculture.google.com/asset/untitled-first-phase-analytical-drawing-exercise-from-wassily-kandinsky-s-analytical-drawing-classes-friedrich-engemann/jwGXee1nv_w3GQ
524	CIRCLE_A	Yoo Youngkuk	XAH63q4ZGs6grQ	https://artsandculture.google.com/asset/circle-a-yoo-youngkuk/XAH63q4ZGs6grQ
523	Untitled (Colour scale green - red, exercise from Wassily Kandinsky's theory of colours class)	Corona Krause (?)	EwG2toZ73wlKLw	https://artsandculture.google.com/asset/untitled-colour-scale-green-red-exercise-from-wassily-kandinsky-s-theory-of-colours-class-corona-krause/EwG2toZ73wlKLw
522	The Artist's Sitting Room in Ritterstrasse	Adolph Menzel	FQGUR5CoJ-OlLg	https://artsandculture.google.com/asset/the-artist-s-sitting-room-in-ritterstrasse-adolph-menzel/FQGUR5CoJ-OlLg
521	Correspondence between colours and lines, exercise from Wassily Kandinsky's abstract theory of form classes	Friedrich Engemann	4gG8zOC3hP3uUw	https://artsandculture.google.com/asset/correspondence-between-colours-and-lines-exercise-from-wassily-kandinsky-s-abstract-theory-of-form-classes-friedrich-engemann/4gG8zOC3hP3uUw
520	Interior with an Easel, Bredgade 25	Vilhelm Hammershøi	8QGtyiVqMWY8SQ	https://artsandculture.google.com/asset/interior-with-an-easel-bredgade-25-vilhelm-hammersh%C3%B8i/8QGtyiVqMWY8SQ
519	Untitled (Abstract form elements and theory of colours, class records from Wassily Kandinsky's abstract form element classes)	August Agatz	dgHWfyzDv-kLNA	https://artsandculture.google.com/asset/untitled-abstract-form-elements-and-theory-of-colours-class-records-from-wassily-kandinsky-s-abstract-form-element-classes-august-agatz/dgHWfyzDv-kLNA
518	George James Drummond's Room at Oxford, 1853	George Pyne	GgH0jYSQxu0IwQ	https://artsandculture.google.com/asset/george-james-drummond-s-room-at-oxford-1853-george-pyne/GgH0jYSQxu0IwQ
517	Untitled (Design exercise, from Paul Klee's theory of forms and colours classes)	Hugo Clausing	ZAGvT6vzzP96-g	https://artsandculture.google.com/asset/untitled-design-exercise-from-paul-klee-s-theory-of-forms-and-colours-classes-hugo-clausing/ZAGvT6vzzP96-g
516	A Salon in a Residence of the Duke of Leuchtenberg	Otto Wagner	cAGHIG0wKQSHYw	https://artsandculture.google.com/asset/a-salon-in-a-residence-of-the-duke-of-leuchtenberg-otto-wagner/cAGHIG0wKQSHYw
515	Lovers	Egon Schiele	EAFOMeXhJnzJYw	https://artsandculture.google.com/asset/lovers-egon-schiele/EAFOMeXhJnzJYw
514	A View of the Drawing Room, Cosham House	Maria Cheval Tooke	SQHMH_1NooT3lA	https://artsandculture.google.com/asset/a-view-of-the-drawing-room-cosham-house-maria-cheval-tooke/SQHMH_1NooT3lA
513	The large horse.	Albrecht Dürer (artist)	yAHQgLV45kUMwA	https://artsandculture.google.com/asset/the-large-horse-albrecht-d%C3%BCrer-artist/yAHQgLV45kUMwA
512	Library	Unknown	6QEB8p4UoSMtXQ	https://artsandculture.google.com/asset/library-unknown/6QEB8p4UoSMtXQ
511	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Relations of equal positive and negative areas in their relations for designing a square	Konrad Püschel	0gE1W3sUju9R_g	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-relations-of-equal-positive-and-negative-areas-in-their-relations-for-designing-a-square-konrad-p%C3%BCschel/0gE1W3sUju9R_g
510	Second Empire Salon	Unknown	kAFKFVFIZsGJ1A	https://artsandculture.google.com/asset/second-empire-salon-unknown/kAFKFVFIZsGJ1A
509	Interior with an Easel, Bredgade 25	Vilhelm Hammershøi	1AEtjkLHLsRTFw	https://artsandculture.google.com/asset/interior-with-an-easel-bredgade-25-vilhelm-hammersh%C3%B8i/1AEtjkLHLsRTFw
508	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Studies on designing square areas - vertical - horizontal structuring of a square	Konrad Püschel	8gHhpIP3oTr51Q	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-studies-on-designing-square-areas-vertical-horizontal-structuring-of-a-square-konrad-p%C3%BCschel/8gHhpIP3oTr51Q
507	Untitled (Theory of colours exercises. Course assignment from from Paul Klee's classes)	Hugo Clausing	WQGJHChHPvH99Q	https://artsandculture.google.com/asset/untitled-theory-of-colours-exercises-course-assignment-from-from-paul-klee-s-classes-hugo-clausing/WQGJHChHPvH99Q
506	1835 XVII 1850 Artillery Infantry Dragoon (Full Dress)		rAFS-Urx3GhUDQ	https://artsandculture.google.com/asset/1835-xvii-1850-artillery-infantry-dragoon-full-dress/rAFS-Urx3GhUDQ
505	Acting Silly	Ruscha, Ed	5QEMFks8BOoUGQ	https://artsandculture.google.com/asset/acting-silly-ruscha-ed/5QEMFks8BOoUGQ
504	Sophie Taeuber-Arp's interior design of Café de l’Aubette, c. 1928	Sophie Taeuber-Arp	LAGJEGkJDXHRoQ	https://artsandculture.google.com/asset/sophie-taeuber-arp-s-interior-design-of-caf%C3%A9-de-l%E2%80%99aubette-c-1928-sophie-taeuber-arp/LAGJEGkJDXHRoQ
503	The Absinthe Drinker (Le buveur d’absinthe)	Édouard Manet	9QFkPsx67vq6DQ	https://artsandculture.google.com/asset/the-absinthe-drinker-le-buveur-d%E2%80%99absinthe-%C3%89douard-manet/9QFkPsx67vq6DQ
502	Salon Siebleben, near Gotha, Germany	Countess Schoenberg	iAFLyAAv6RAz6Q	https://artsandculture.google.com/asset/salon-siebleben-near-gotha-germany-countess-schoenberg/iAFLyAAv6RAz6Q
501	Untitled (Standing man and seated nude; from Oskar Schlemmer's nude drawing class)	Corona Krause	owGd7fR2DLqHpA	https://artsandculture.google.com/asset/untitled-standing-man-and-seated-nude-from-oskar-schlemmer-s-nude-drawing-class-corona-krause/owGd7fR2DLqHpA
500	The Library at Dingestow	Charlotte Bosanquet	TwE1xACijAaFGQ	https://artsandculture.google.com/asset/the-library-at-dingestow-charlotte-bosanquet/TwE1xACijAaFGQ
499	Library Interior	Edward Lamson Henry	7QHCVmmmof0wgg	https://artsandculture.google.com/asset/library-interior-edward-lamson-henry/7QHCVmmmof0wgg
498	Composição abstrata	Joan Miró	AwGIptngLIPhuw	https://artsandculture.google.com/asset/composi%C3%A7%C3%A3o-abstrata-joan-mir%C3%B3/AwGIptngLIPhuw
497	The Absinthe Drinker	Édouard Manet	YQH_Op1goZAvXg	https://artsandculture.google.com/asset/the-absinthe-drinker-%C3%89douard-manet/YQH_Op1goZAvXg
496	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Form in the format of a square	Konrad Püschel	dgFNhrE3CzlXwA	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-form-in-the-format-of-a-square-konrad-p%C3%BCschel/dgFNhrE3CzlXwA
495	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Studies on designing square areas - black - white large - shaded grey low tension	Konrad Püschel	aAEbMI0LpLC0ww	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-studies-on-designing-square-areas-black-white-large-shaded-grey-low-tension-konrad-p%C3%BCschel/aAEbMI0LpLC0ww
494	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Relations of negative (grey) and positive (coloured) areas on designing a square	Konrad Püschel	DgE-zI55k6nNZg	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-relations-of-negative-grey-and-positive-coloured-areas-on-designing-a-square-konrad-p%C3%BCschel/DgE-zI55k6nNZg
493	Untitled (Exercise in division of planes, from theory of forms classes, 1rst lesson, Paul Klee)	Hugo Clausing	2QHmuDu1JmMkHg	https://artsandculture.google.com/asset/untitled-exercise-in-division-of-planes-from-theory-of-forms-classes-1rst-lesson-paul-klee-hugo-clausing/2QHmuDu1JmMkHg
492	The Absinthe Drinker	Edouard Manet	zwG8nxV1nz8icQ	https://artsandculture.google.com/asset/the-absinthe-drinker-edouard-manet/zwG8nxV1nz8icQ
491	Untitled (Project Commercial building Borchardt Dessau, design sketch; from Ludwig Mies van der Rohe's seminar)	Eduard Ludwig	ZAGUZsOKltDh0g	https://artsandculture.google.com/asset/untitled-project-commercial-building-borchardt-dessau-design-sketch-from-ludwig-mies-van-der-rohe-s-seminar-eduard-ludwig/ZAGUZsOKltDh0g
490	"Graphic artwork from the series ""Mascarade à la Grecque"" [Masquerade in the Greek style]"	Ennemond Alexandre Petitot	7AFMZb2a6xKsZQ	https://artsandculture.google.com/asset/graphic-artwork-from-the-series-mascarade-%C3%A0-la-grecque-masquerade-in-the-greek-style-ennemond-alexandre-petitot/7AFMZb2a6xKsZQ
489	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Studies on designing square areas - structuring into a few large - in many small parts	Konrad Püschel	vAHzJ5mR7Ol_wA	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-studies-on-designing-square-areas-structuring-into-a-few-large-in-many-small-parts-konrad-p%C3%BCschel/vAHzJ5mR7Ol_wA
488	Anxiety	Edvard Munch	JgE_nwHHS7wTPw	https://artsandculture.google.com/asset/anxiety-edvard-munch/JgE_nwHHS7wTPw
487	"Bauhaus Dessau Vorkurs 1926/27. Oskar Schlemmer. Study on the subject ""Man"""	Konrad Püschel	awEj_a98vjWbOw	https://artsandculture.google.com/asset/bauhaus-dessau-vorkurs-1926-27-oskar-schlemmer-study-on-the-subject-man-konrad-p%C3%BCschel/awEj_a98vjWbOw
486	Untitled (Insolation diagrams. From Ludwig Hilberseimer's class)	Reinhold Rossig	zwHcAONK2SQqsg	https://artsandculture.google.com/asset/untitled-insolation-diagrams-from-ludwig-hilberseimer-s-class-reinhold-rossig/zwHcAONK2SQqsg
485	Original Plan of the Imperial Royal Austrian Museum of Art and Industry (today MAK): Façade Facing the Ringstrasse	Heinrich von Ferstel	3wEGuwMYZP2F0w	https://artsandculture.google.com/asset/original-plan-of-the-imperial-royal-austrian-museum-of-art-and-industry-today-mak-fa%C3%A7ade-facing-the-ringstrasse-heinrich-von-ferstel/3wEGuwMYZP2F0w
484	Hans Vredeman de Vries, Perspective, part I: plate 21	Artist: Hans Vredeman de Vries	1gGODFJRkuUxXw	https://artsandculture.google.com/asset/hans-vredeman-de-vries-perspective-part-i-plate-21-artist-hans-vredeman-de-vries/1gGODFJRkuUxXw
483	Untitled (Exercise in division of planes. From Paul Klee's classes (theory of forms))	Hugo Clausing	CQE26-ym56_4oQ	https://artsandculture.google.com/asset/untitled-exercise-in-division-of-planes-from-paul-klee-s-classes-theory-of-forms-hugo-clausing/CQE26-ym56_4oQ
482	Bauhaus Dessau preliminary course 1926/27. Josef Albers. Material study. Construction of a paper sphere	Konrad Püschel	TQFHlq49COz8-w	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-josef-albers-material-study-construction-of-a-paper-sphere-konrad-p%C3%BCschel/TQFHlq49COz8-w
481	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Outer reference lines in a square	Konrad Püschel	VgGrdEh3ufqpsA	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-outer-reference-lines-in-a-square-konrad-p%C3%BCschel/VgGrdEh3ufqpsA
480	Untitled (Exercise in division of planes, constructive forms in circle format, from Paul Klee's classes (theory of forms))	Hugo Clausing	cAG9saDvHk6CNg	https://artsandculture.google.com/asset/untitled-exercise-in-division-of-planes-constructive-forms-in-circle-format-from-paul-klee-s-classes-theory-of-forms-hugo-clausing/cAG9saDvHk6CNg
479	some curve constructions (Exercise from Friedrich Engemann's class)	Eduard Ludwig	-gHdDoHy9WIOgg	https://artsandculture.google.com/asset/some-curve-constructions-exercise-from-friedrich-engemann-s-class-eduard-ludwig/-gHdDoHy9WIOgg
478	Bauhaus Dessau preliminary course 1926/27. Paul Klee. Inner-central reference points in a square	Konrad Püschel	rwESFTOvVs8nLw	https://artsandculture.google.com/asset/bauhaus-dessau-preliminary-course-1926-27-paul-klee-inner-central-reference-points-in-a-square-konrad-p%C3%BCschel/rwESFTOvVs8nLw
477	Descriptive geometry, Arc 3 (Exercise from K. Opitz descriptive geometry class)	Eduard Ludwig	tAGhZf7It5k-jQ	https://artsandculture.google.com/asset/descriptive-geometry-arc-3-exercise-from-k-opitz-descriptive-geometry-class-eduard-ludwig/tAGhZf7It5k-jQ
476	LinearSuprematism	Lazar Khidekel (1904-1986, painter and architect)	GwElrSMf8N4aXA	https://artsandculture.google.com/asset/linearsuprematism-lazar-khidekel-1904-1986-painter-and-architect/GwElrSMf8N4aXA
475	Methods for drawing perspectives	Artist: Gerard Desargues	KgFvNw1jErE_Hw	https://artsandculture.google.com/asset/methods-for-drawing-perspectives-artist-gerard-desargues/KgFvNw1jErE_Hw
474	Wall Drawing #340	Sol LeWitt	1QGtoVGtnea_Jg	https://artsandculture.google.com/asset/wall-drawing-340-sol-lewitt/1QGtoVGtnea_Jg
473	The Hanging Gardens of Babylon	Philip Galle	0QEgr3fuRg1LAg	https://artsandculture.google.com/asset/the-hanging-gardens-of-babylon-philip-galle/0QEgr3fuRg1LAg
472	Topographical drawing of the Pugins' architectural office at Store Street, Camden, London	Architect: Augustus Charles Pugin (1769-1832), Augustus Welby Northmore Pugin (1812-1852)	RwFKRu7dg2JoSw	https://artsandculture.google.com/asset/topographical-drawing-of-the-pugins-architectural-office-at-store-street-camden-london-architect-augustus-charles-pugin-1769-1832-augustus-welby-northmore-pugin-1812-1852/RwFKRu7dg2JoSw
471	The Interior of the Palm House	Carl Blechen	NQH295zAogz50g	https://artsandculture.google.com/asset/the-interior-of-the-palm-house-carl-blechen/NQH295zAogz50g
470	View of the Danube Bank in Pest	Frédéric Martens	gwHm23c6yyGKfg	https://artsandculture.google.com/asset/view-of-the-danube-bank-in-pest-fr%C3%A9d%C3%A9ric-martens/gwHm23c6yyGKfg
469	Allegory of Marital Fidelity	Jan Miens Molenaer	ngHdhcTEswDbHQ	https://artsandculture.google.com/asset/allegory-of-marital-fidelity-jan-miens-molenaer/ngHdhcTEswDbHQ
468	Be Kind to Melancholy, That Big Loyal Dog	Xiang Jing	dQGje0IBmmK20w	https://artsandculture.google.com/asset/be-kind-to-melancholy-that-big-loyal-dog-xiang-jing/dQGje0IBmmK20w
467	"""Commodore Morris"" Figurehead"	F.W. Powell	WgHoaY41CvViOg	https://artsandculture.google.com/asset/commodore-morris-figurehead-f-w-powell/WgHoaY41CvViOg
466	A technique for projecting a polyhedron from Book II, a treatise on perspective		XAH6qV8mTBKokA	https://artsandculture.google.com/asset/a-technique-for-projecting-a-polyhedron-from-book-ii-a-treatise-on-perspective/XAH6qV8mTBKokA
465	For the Voice	Vladimir Mayakovsky, ill. by El Lissitzky	5AHiermkLzPkxA	https://artsandculture.google.com/asset/for-the-voice-vladimir-mayakovsky-ill-by-el-lissitzky/5AHiermkLzPkxA
464	Untitled	Lászlo Moholy-Nagy	fAHtAAdsIbeOHg	https://artsandculture.google.com/asset/untitled-l%C3%A1szlo-moholy-nagy/fAHtAAdsIbeOHg
463	Composition	László Moholy-Nagy	ZwGT9D9xwgeLTg	https://artsandculture.google.com/asset/composition-l%C3%A1szl%C3%B3-moholy-nagy/ZwGT9D9xwgeLTg
462	A VIII	László Moholy-Nagy	nQHHEjMxE99vAQ	https://artsandculture.google.com/asset/a-viii-l%C3%A1szl%C3%B3-moholy-nagy/nQHHEjMxE99vAQ
461	Untitled	László Moholy-Nagy	4QHiqc2omrLyCg	https://artsandculture.google.com/asset/untitled-l%C3%A1szl%C3%B3-moholy-nagy/4QHiqc2omrLyCg
460	Hans Vredeman de Vries, Perspective, part I: plate 46	Artist: Hans Vredeman de Vries	dQGccTNAZYJ3Wg	https://artsandculture.google.com/asset/hans-vredeman-de-vries-perspective-part-i-plate-46-artist-hans-vredeman-de-vries/dQGccTNAZYJ3Wg
459	Design for Sea Lane House, Angmering-on-Sea, West Sussex: axonometric projection	Architects: Yorke & Breuer	ywFopqaefaXHEQ	https://artsandculture.google.com/asset/design-for-sea-lane-house-angmering-on-sea-west-sussex-axonometric-projection-architects-yorke-breuer/ywFopqaefaXHEQ
458	9 Conduit Street	Artist: Walter Monkton Keesey	FwEKh0Dk0aZ54A	https://artsandculture.google.com/asset/9-conduit-street-artist-walter-monkton-keesey-and-architect-james-wyatt-1746-1813/FwEKh0Dk0aZ54A
457	Architectural drawing of the hall at Ilkeston Secondary School	George H Widdows	2AFBGd1zmRI-8g	https://artsandculture.google.com/asset/architectural-drawing-of-the-hall-at-ilkeston-secondary-school-george-h-widdows/2AFBGd1zmRI-8g
456	Habite de Jardinier	Unknown	IAGf5exjyqsmlA	https://artsandculture.google.com/asset/habite-de-jardinier-unknown/IAGf5exjyqsmlA
455	The technique of drawing in perspective	Artist: Hans Vredeman de Vries	ogFTO6RLvUQ-Mw	https://artsandculture.google.com/asset/the-technique-of-drawing-in-perspective-artist-hans-vredeman-de-vries/ogFTO6RLvUQ-Mw
454	"Drawing for ""Aldo"""	Designers: Julia Jamrozik and Coryn Kempster	gwH5qWnrYsjNJQ	https://artsandculture.google.com/asset/drawing-for-aldo-designers-julia-jamrozik-and-coryn-kempster/gwH5qWnrYsjNJQ
453	Design for a cornice: perspective	Architect: Andrea Palladio (1508-1580)	7AHiRQ2ShRMwJg	https://artsandculture.google.com/asset/design-for-a-cornice-perspective-architect-andrea-palladio-1508-1580/7AHiRQ2ShRMwJg
452	Design for Wilton House, Wilton: perspective view of the house and grounds	Artist: Colen Campbell	RwHCJL98k_LV3A	https://artsandculture.google.com/asset/design-for-wilton-house-wilton-perspective-view-of-the-house-and-grounds-artist-colen-campbell-and-architects-isaac-de-caus-active-1623%E2%80%9355-inigo-jones-1573-1652-john-webb-1611-1672/RwHCJL98k_LV3A
451	Design for a metropolitan cathedral	Architect: Étienne-Louis Boullée (1728-1799)	kAFK9puZG1Zk9A	https://artsandculture.google.com/asset/design-for-a-metropolitan-cathedral-architect-%C3%89tienne-louis-boull%C3%A9e-1728-1799/kAFK9puZG1Zk9A
450	Section of an entablature drawn with perspective lines to an infinity point	Artist: Unknown	OwG7uUGdHLzkwA	https://artsandculture.google.com/asset/section-of-an-entablature-drawn-with-perspective-lines-to-an-infinity-point-artist-unknown/OwG7uUGdHLzkwA
449	Reconstruction of the Baths of Agrippa	Artist: Andrea Palladio	AQGqylT3MM2Lng	https://artsandculture.google.com/asset/reconstruction-of-the-baths-of-agrippa-artist-andrea-palladio/AQGqylT3MM2Lng
448	Drawing for the RIBA Library at 66 Portland Place	Artist: Miriam Wornum	4AH3QU2XOSyaQA	https://artsandculture.google.com/asset/drawing-for-the-riba-library-at-66-portland-place-artist-miriam-wornum-and-architects-george-grey-wornum-1888-1957-miriam-wornum-1898-1989/4AH3QU2XOSyaQA
447	Library of the Royal Institute of British Architects, 9 Conduit Street, London	Artist: Hanslip Fletcher	eQH7IbvZgcRN_A	https://artsandculture.google.com/asset/library-of-the-royal-institute-of-british-architects-9-conduit-street-london-artist-hanslip-fletcher-and-architect-james-wyatt-1746-1813/eQH7IbvZgcRN_A
446	Furniture display for Messrs W. Rowntree & Sons Ltd, Scarborough	Architects: Sir Martin Leslie (1908-2000), Sadie Speight (1906-1992)	NAFSaoBqDwgjIA	https://artsandculture.google.com/asset/furniture-display-for-messrs-w-rowntree-sons-ltd-scarborough-architects-sir-martin-leslie-1908-2000-sadie-speight-1906-1992/NAFSaoBqDwgjIA
445	Working drawings for 66 Old Church Street, Chelsea, London: west and east elevations	Architects: Edwin Maxwell Fry (1899-1987), Walter Gropius (1883-1969)	NgHHbBGdSydHzQ	https://artsandculture.google.com/asset/working-drawings-for-66-old-church-street-chelsea-london-west-and-east-elevations-architects-edwin-maxwell-fry-1899-1987-walter-gropius-1883-1969/NgHHbBGdSydHzQ
444	Designs for a house for M. P. Horsley Esq.	Architects: Sir Martin Leslie (1908-2000), Sadie Speight (1906-1992)	wAFO07A5qMk1hg	https://artsandculture.google.com/asset/designs-for-a-house-for-m-p-horsley-esq-architects-sir-martin-leslie-1908-2000-sadie-speight-1906-1992/wAFO07A5qMk1hg
443	Royal Pavilion, Brighton	Architect: John Nash (1752-1835)	_gF-PjuzFtyEug	https://artsandculture.google.com/asset/royal-pavilion-brighton-architect-john-nash-1752-1835/_gF-PjuzFtyEug
442	St Paul's Cathedral, City of London	Artist: Colen Campbell	vQHH_q6jiyT9Mw	https://artsandculture.google.com/asset/st-paul-s-cathedral-city-of-london-artist-colen-campbell-and-architect-sir-christopher-wren-1632-1723/vQHH_q6jiyT9Mw
441	Facade of a domed palazzo incorporating a terrace flanked by a pair of obelisks	Architect: Sebastiano Serlio (1475-1554)	oQEs4NJnDrmb3Q	https://artsandculture.google.com/asset/facade-of-a-domed-palazzo-incorporating-a-terrace-flanked-by-a-pair-of-obelisks-architect-sebastiano-serlio-1475-1554/oQEs4NJnDrmb3Q
440	Bill Duckett Nude, at the Art Students’ League of Philadelphia	Thomas Eakins	1wGZICEplisBZw	https://artsandculture.google.com/asset/bill-duckett-nude-at-the-art-students%E2%80%99-league-of-philadelphia-thomas-eakins/1wGZICEplisBZw
439	Wind, temperature and rainfall	Luke Howard (1772-1864)	IQFpTYlNtrfwFQ	https://artsandculture.google.com/asset/wind-temperature-and-rainfall-luke-howard-1772-1864/IQFpTYlNtrfwFQ
438	Two chairs for the Blue bedroom, Hous'hill, Nitshill, Glasgow		xAGP6Tcs-lFBPg	https://artsandculture.google.com/asset/two-chairs-for-the-blue-bedroom-hous-hill-nitshill-glasgow/xAGP6Tcs-lFBPg
437	Private Moon	Leonid Tishkov	jwHrMkqqvnDJvg	https://artsandculture.google.com/asset/private-moon-leonid-tishkov/jwHrMkqqvnDJvg
436	Aeneas taken by the Sibyl to the Underworld	Jacob Isaacsz. van Swanenburgh	kQECQJXW066Y0g	https://artsandculture.google.com/asset/aeneas-taken-by-the-sibyl-to-the-underworld-jacob-isaacsz-van-swanenburgh/kQECQJXW066Y0g
435	Rope Found in Edman Spangler's Room		nAEqanehIJYF4g	https://artsandculture.google.com/asset/rope-found-in-edman-spangler-s-room/nAEqanehIJYF4g
434	Ship S.S. WINIFRED	Jacobsen, Antonio	7AHxutkBFB0S3Q	https://artsandculture.google.com/asset/ship-s-s-winifred-jacobsen-antonio/7AHxutkBFB0S3Q
433	Wind and Current Charts	Matthew Maury (1806-1873)	vAEAf3BVy3ZSnQ	https://artsandculture.google.com/asset/wind-and-current-charts-matthew-maury-1806-1873/vAEAf3BVy3ZSnQ
432	Wind and Current Charts	Matthew Maury (1806-1873)	9wHGr5NstqwrHQ	https://artsandculture.google.com/asset/wind-and-current-charts-matthew-maury-1806-1873/9wHGr5NstqwrHQ
431	My albino great dane	Mar Esteban Villar	CQFc3Id4xOEATQ	https://artsandculture.google.com/asset/my-albino-great-dane-mar-esteban-villar/CQFc3Id4xOEATQ
430	City Dogs		7wHIr1XfG_lEWQ	https://artsandculture.google.com/asset/city-dogs/7wHIr1XfG_lEWQ
429			3QGA4N9nUexN6g	https://artsandculture.google.com/asset/3QGA4N9nUexN6g
428	Model in Handmacher, Vogue	Karen Radkai	_AGT1JV0XLRhng	https://artsandculture.google.com/asset/model-in-handmacher-vogue-karen-radkai/_AGT1JV0XLRhng
427			1AFK9q522mNDeg	https://artsandculture.google.com/asset/1AFK9q522mNDeg
426	Untitled	Laszlo Moholy-Nagy	swHPPSmJIkNpsg	https://artsandculture.google.com/asset/untitled-laszlo-moholy-nagy/swHPPSmJIkNpsg
425	Postcard (design)		6gFGfoV5nekvYQ	https://artsandculture.google.com/asset/postcard-design/6gFGfoV5nekvYQ
424	"Text Pages for ""From Cubism to Suprematism: A New Realism in Painting"""	Kazimir Severinovich Malevich	VQF6-iQDGW_CTg	https://artsandculture.google.com/asset/text-pages-for-from-cubism-to-suprematism-a-new-realism-in-painting-kazimir-severinovich-malevich/VQF6-iQDGW_CTg
423	Untitled	Kasimir Malevich	lQF3HJd2VsHhIQ	https://artsandculture.google.com/asset/untitled-kasimir-malevich/lQF3HJd2VsHhIQ
422	LIVING ROOM	Franz Ehrlich	RgGg0VLH15_egA	https://artsandculture.google.com/asset/living-room-franz-ehrlich/RgGg0VLH15_egA
421	The Fountain VI		1gG2L76PVygGTA	https://artsandculture.google.com/asset/the-fountain-vi/1gG2L76PVygGTA
420	"Beethoven Frieze: ""The Hostile Powers"" (Panel 5, short wall)"	Gustav Klimt	4QFMHS7z4Wobbg	https://artsandculture.google.com/asset/beethoven-frieze-the-hostile-powers-panel-5-short-wall-gustav-klimt/4QFMHS7z4Wobbg
419	House for an Art Lover		uwHx5qWpu16zqw	https://artsandculture.google.com/asset/house-for-an-art-lover/uwHx5qWpu16zqw
418	Panoply I		SQGjZ8T2lK47Vg	https://artsandculture.google.com/asset/panoply-i/SQGjZ8T2lK47Vg
417	The mulatto gentlement of Esmeraldas	Andrés Sánchez Gallque	UgFH9aNclKDmgQ	https://artsandculture.google.com/asset/the-mulatto-gentlement-of-esmeraldas-andr%C3%A9s-s%C3%A1nchez-gallque/UgFH9aNclKDmgQ
416	A Room in a Florentine Palace	Unknown	EQHMcIaVi24PAw	https://artsandculture.google.com/asset/a-room-in-a-florentine-palace-unknown/EQHMcIaVi24PAw
415	An Interior in Moscow	Dominique Hagen	QAGqz764qF3Cpg	https://artsandculture.google.com/asset/an-interior-in-moscow-dominique-hagen/QAGqz764qF3Cpg
414	Guide for Constructing the Letters f and g	Joris Hoefnagel	rQFO3yK1ta2SLQ	https://artsandculture.google.com/asset/guide-for-constructing-the-letters-f-and-g-joris-hoefnagel/rQFO3yK1ta2SLQ
413	The Icebergs		vwETKwU44c-H0w	https://artsandculture.google.com/asset/the-icebergs/vwETKwU44c-H0w
412	Bauhaus Influence on Everyday Life		ZQEmJF0NBl82Ew	https://artsandculture.google.com/asset/bauhaus-influence-on-everyday-life/ZQEmJF0NBl82Ew
